Unnamed: 0,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,sprite_size,sprite_perimeter,sprite_perimeter_to_size_ratio,sprite_red_mean,sprite_green_mean,sprite_blue_mean,sprite_brightness_mean,sprite_red_sd,sprite_green_sd,sprite_blue_sd,sprite_brightness_sd,sprite_overflow_vertical,sprite_overflow_horizontal
590,493,Arceus,Arceus,アルセウス (Arceus),4,Mythical,Alpha Pokémon,1,Normal,,3.2,320.0,1,Multitype,,,720,120,120,120,120,120,120,3,0,360,Slow,1,Undiscovered,,,120,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,396,101.0,0.255050505050505,0.5736383442265796,0.5717369776193305,0.4834521687462864,0.5429424968640654,0.3396277218975165,0.33251872431822876,0.3338798710739653,0.31883414712576036,0.0,0.0
591,494,Victini,Victini,ビクティニ (Victini),5,Mythical,Victory Pokémon,2,Psychic,Fire,0.4,4.0,1,Victory Star,,,600,100,100,100,100,100,100,3,100,270,Slow,1,Undiscovered,,,120,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,210,68.0,0.3238095238095238,0.6167507002801123,0.4844817927170868,0.32351073762838467,0.4749144102085279,0.3555269454118666,0.2891023518508905,0.18339730759920753,0.2386927300229112,0.0,0.0
592,495,Snivy,Serpifeu,ツタージャ (Tsutarja),5,Normal,Grass Snake Pokémon,1,Grass,,0.6,8.1,2,Overgrow,,Contrary,308,45,45,55,45,55,63,45,50,62,Medium Slow,2,Field,Grass,87.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,202,57.0,0.28217821782178215,0.4598136284216658,0.5767423801203649,0.2892448068336246,0.44193360512521845,0.2775350020934656,0.30329022164001124,0.14323578247885876,0.21482881260355394,0.0,0.0
593,496,Servine,Efoserp,ジャノビー (Janovy),5,Normal,Grass Snake Pokémon,1,Grass,,0.8,16.0,2,Overgrow,,Contrary,413,60,60,75,60,75,83,45,50,145,Medium Slow,2,Field,Grass,87.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,220,71.0,0.32272727272727275,0.4375222816399287,0.5612121212121213,0.2950089126559715,0.43124777183600715,0.25205845465025445,0.30444602920626834,0.14508807509354266,0.2102652065762848,0.0,0.0
594,497,Serperior,Serpiroyal,ジャローダ (Jalorda),5,Normal,Regal Pokémon,1,Grass,,3.3,63.0,2,Overgrow,,Contrary,528,75,75,95,75,95,113,45,50,238,Medium Slow,2,Field,Grass,87.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,338,104.0,0.3076923076923077,0.39951270449008003,0.5499709943148857,0.34242951618517226,0.430637738330046,0.22753345971302832,0.29292453259846357,0.19198932522299741,0.21376920649122122,0.0,0.0
595,498,Tepig,Floink,ポカブ (Pokabu),5,Normal,Fire Pig Pokémon,1,Fire,,0.5,9.9,2,Blaze,,Thick Fat,308,65,63,45,45,45,45,45,50,62,Medium Slow,1,Field,,87.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,186,68.0,0.3655913978494624,0.5117225384777567,0.3685641998734978,0.23329116592873708,0.3711926347599972,0.3228309762491671,0.18184269353106858,0.11980537550524328,0.1769579830029913,0.0,0.0
596,499,Pignite,Ferkokel,チャオブー (Chaoboo),5,Normal,Fire Pig Pokémon,2,Fire,Fighting,1.0,55.5,2,Blaze,,Thick Fat,418,90,93,55,70,55,55,45,50,146,Medium Slow,1,Field,,87.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,283,75.0,0.26501766784452296,0.546954895032218,0.3984480011085706,0.27966465738238755,0.40835585117439205,0.3154579194282039,0.2060228460156995,0.17076561958920045,0.19151191804877868,0.0,0.0
597,500,Emboar,Flambirex,エンブオー (Enbuoh),5,Normal,Mega Fire Pig Pokémon,2,Fire,Fighting,1.6,150.0,2,Blaze,,Reckless,528,110,123,65,100,65,65,45,50,238,Medium Slow,1,Field,,87.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,2.0,0.25,1.0,1.0,1.0,0.5,0.5,1.0,427,85.0,0.1990632318501171,0.5860678697708591,0.44758231161316986,0.30585480093676815,0.4465016607735991,0.29412955934933105,0.22390020162376006,0.1895462396716042,0.19291780963500826,0.0,0.0
598,501,Oshawott,Ottaro,ミジュマル (Mijumaru),5,Normal,Sea Otter Pokémon,1,Water,,0.5,5.9,2,Torrent,,Shell Armor,308,55,55,45,63,45,45,45,50,62,Medium Slow,1,Field,,87.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,179,51.0,0.2849162011173184,0.5084894292912696,0.5483623617044583,0.5497644868003068,0.5355387592653449,0.3325228899817009,0.3269468639569909,0.3413426984966132,0.31587034245566703,0.0,0.0
599,502,Dewott,Zwottronin,フタチマル (Futachimaru),5,Normal,Discipline Pokémon,1,Water,,0.8,24.5,2,Torrent,,Shell Armor,413,75,75,60,83,60,60,45,50,145,Medium Slow,1,Field,,87.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,256,70.0,0.2734375,0.38409926470588235,0.510891544117647,0.5702818627450981,0.48842422385620915,0.20306712523557166,0.27320234291117335,0.3171548206494702,0.24360354072546644,0.0,0.0
600,503,Samurott,Admurai,ダイケンキ (Daikenki),5,Normal,Formidable Pokémon,1,Water,,1.5,94.6,2,Torrent,,Shell Armor,528,95,100,85,108,70,70,45,50,264,Medium Slow,1,Field,,87.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,426,112.0,0.26291079812206575,0.5418760931602689,0.545144067016478,0.4821320077326705,0.5230507226364725,0.32935315302236595,0.30062607336831343,0.27095784944596646,0.2818730584595543,0.0,0.0
601,504,Patrat,Nagelotz,ミネズミ (Minezumi),5,Normal,Scout Pokémon,1,Normal,,0.5,11.6,3,Run Away,Keen Eye,Analytic,255,45,55,39,35,39,42,255,50,51,Medium Fast,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,202,61.0,0.30198019801980197,0.5511745292176277,0.4455833818675986,0.3404969908755581,0.44575163398692813,0.30775996919729015,0.24125046900927435,0.20882777862658514,0.2324502237076371,0.0,0.0
602,505,Watchog,Kukmarda,ミルホッグ (Miruhog),5,Normal,Lookout Pokémon,1,Normal,,1.1,27.0,3,Illuminate,Keen Eye,Analytic,420,60,85,69,60,69,77,255,50,147,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,253,79.0,0.31225296442687744,0.581864682631946,0.436208633651089,0.32699372239014185,0.4483556795577256,0.3157207465848847,0.24366085542153465,0.21093839467032907,0.22983388363514878,0.0,0.0
603,506,Lillipup,Yorkleff,ヨーテリー (Yorterrie),5,Normal,Puppy Pokémon,1,Normal,,0.4,4.1,3,Vital Spirit,Pickup,Run Away,275,45,60,45,25,45,55,255,50,55,Medium Slow,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,204,58.0,0.28431372549019607,0.5782968089196463,0.4724336793540946,0.3708189158016148,0.4738498013584519,0.32113425616858576,0.25671329101743173,0.18647458732516572,0.24350265501382098,0.0,0.0
604,507,Herdier,Terribark,ハーデリア (Herderrie),5,Normal,Loyal Dog Pokémon,1,Normal,,0.9,14.7,3,Intimidate,Sand Rush,Scrappy,370,65,80,65,35,65,60,120,50,130,Medium Slow,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,275,83.0,0.3018181818181818,0.4813832442067736,0.41609982174688054,0.35940106951871653,0.4189613784907903,0.2732202136108448,0.21510977133967657,0.18077256417474497,0.20109102053989683,0.0,0.0
605,508,Stoutland,Bissbark,ムーランド (Mooland),5,Normal,Big-Hearted Pokémon,1,Normal,,1.2,61.0,3,Intimidate,Sand Rush,Scrappy,500,85,110,90,45,90,80,45,50,225,Medium Slow,1,Field,,50.0,15,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,403,83.0,0.20595533498759305,0.5215199727533693,0.504198900403834,0.468622585510631,0.49811381955594475,0.29505628377205906,0.27215235159637396,0.24194438778586666,0.2595087983562799,0.0,0.0
606,509,Purrloin,Felilou,チョロネコ (Choroneko),5,Normal,Devious Pokémon,1,Dark,,0.4,10.1,3,Limber,Unburden,Prankster,281,41,50,37,50,37,66,255,50,56,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,226,78.0,0.34513274336283184,0.4079993059170572,0.30940482387645324,0.4285094568800972,0.38197119555786924,0.3393542881469735,0.2636542060222749,0.326911274256217,0.2999397938020007,0.0,0.0
607,510,Liepard,Kleoparda,レパルダス (Lepardas),5,Normal,Cruel Pokémon,1,Dark,,1.1,37.5,3,Limber,Unburden,Prankster,446,64,88,50,88,50,106,90,50,156,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,515,158.0,0.3067961165048544,0.45185608223872076,0.3203959642109271,0.3227184466019417,0.36499016435052983,0.35389010156884754,0.2585519085110968,0.2524731170051941,0.269456186218752,0.0,0.0
608,511,Pansage,Vegimak,ヤナップ (Yanappu),5,Normal,Grass Monkey Pokémon,1,Grass,,0.6,10.5,2,Gluttony,,Overgrow,316,50,53,48,53,48,64,190,50,63,Medium Fast,1,Field,,87.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,245,65.0,0.2653061224489796,0.3398799519807923,0.5568307322929172,0.33645458183273314,0.41105508870214746,0.26008016093777764,0.2738534408444356,0.14692527929607946,0.19809593520543525,0.0,0.0
609,512,Simisage,Vegichita,ヤナッキー (Yanakkie),5,Normal,Thorn Monkey Pokémon,1,Grass,,1.1,30.5,2,Gluttony,,Overgrow,498,75,98,63,98,63,101,75,50,174,Medium Fast,1,Field,,87.5,20,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,298,79.0,0.2651006711409396,0.3878536649559152,0.5814054480852744,0.3642321358073431,0.4444970829495109,0.2913603418248174,0.28895741736723807,0.19277994795220285,0.22921426050979282,0.0,0.0
610,513,Pansear,Grillmak,バオップ (Baoppu),5,Normal,High Temp Pokémon,1,Fire,,0.6,11.0,2,Gluttony,,Blaze,316,50,53,48,53,48,64,190,50,63,Medium Fast,1,Field,,87.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,224,61.0,0.27232142857142855,0.6356967787114846,0.3643032212885155,0.28849789915966395,0.429499299719888,0.3336681296090715,0.20429705760480432,0.12029267242907932,0.1951608821775494,0.0,0.0
611,514,Simisear,Grillchita,バオッキー (Baokkie),5,Normal,Ember Pokémon,1,Fire,,1.0,28.0,2,Gluttony,,Blaze,498,75,98,63,98,63,101,75,50,174,Medium Fast,1,Field,,87.5,20,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,338,83.0,0.2455621301775148,0.6495765169973315,0.3872955099199444,0.3184592180067293,0.451777081641335,0.3314168395211871,0.2234045597096311,0.16338392672774324,0.209902980756589,0.0,0.0
612,515,Panpour,Sodamak,ヒヤップ (Hiyappu),5,Normal,Spray Pokémon,1,Water,,0.6,13.5,2,Gluttony,,Torrent,316,50,53,48,53,48,64,190,50,63,Medium Fast,1,Field,,87.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,242,66.0,0.2727272727272727,0.44782045049424724,0.5430562307567655,0.5929671041970507,0.5279479284826878,0.2553181937389738,0.2651306957711742,0.34508677570169727,0.2544184809800018,0.0,0.0
613,516,Simipour,Sodachita,ヒヤッキー (Hiyakkie),5,Normal,Geyser Pokémon,1,Water,,1.0,29.0,2,Gluttony,,Torrent,498,75,98,63,98,63,101,75,50,174,Medium Fast,1,Field,,87.5,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,314,74.0,0.2356687898089172,0.4338204071437492,0.5362557761958286,0.5989384288747346,0.5230048707381042,0.23382284864386144,0.25889520088028994,0.34786913737988145,0.24986314668421625,0.0,0.0
614,517,Munna,Somniam,ムンナ (Munna),5,Normal,Dream Eater Pokémon,1,Psychic,,0.6,23.3,3,Forewarn,Synchronize,Telepathy,292,76,25,45,67,55,24,190,50,58,Fast,1,Field,,50.0,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,159,38.0,0.2389937106918239,0.6919965470464916,0.4867184609692933,0.5854729313108892,0.5880626464422247,0.41063713323778095,0.30923565526257946,0.35069386427063876,0.3485631220402421,0.0,0.0
615,518,Musharna,Somnivora,ムシャーナ (Musharna),5,Normal,Drowsing Pokémon,1,Psychic,,1.1,60.5,3,Forewarn,Synchronize,Telepathy,487,116,55,85,107,95,29,75,50,170,Fast,1,Field,,50.0,10,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,558,132.0,0.23655913978494625,0.6111462506149413,0.3949609951507485,0.5154051584791624,0.5071708014149507,0.3967948423321812,0.2541564371098911,0.31534897912790855,0.3100148641318931,0.0,0.0
616,519,Pidove,Dusselgurr,マメパト (Mamepato),5,Normal,Tiny Pigeon Pokémon,2,Normal,Flying,0.3,2.1,3,Big Pecks,Super Luck,Rivalry,264,50,55,50,36,30,43,255,50,53,Medium Slow,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,164,44.0,0.2682926829268293,0.476207556193209,0.44380679100908654,0.42587278813964613,0.44862904511398055,0.3498207161574408,0.3244278670806411,0.32390286679081925,0.3260281135436223,0.0,0.0
617,520,Tranquill,Navitaub,ハトーボー (Hatoboh),5,Normal,Wild Pigeon Pokémon,2,Normal,Flying,0.6,15.0,3,Big Pecks,Super Luck,Rivalry,358,62,77,62,50,42,65,120,50,125,Medium Slow,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,214,61.0,0.2850467289719626,0.38724573941726226,0.3625618471687741,0.35052226498075867,0.3667766171889317,0.31641625704935256,0.2990693106864314,0.2914620297071019,0.29270976110979857,0.0,0.0
618,521,Unfezant,Fasasnob,ケンホロウ (Kenhallow),5,Normal,Proud Pokémon,2,Normal,Flying,1.2,29.0,3,Big Pecks,Super Luck,Rivalry,488,80,115,80,65,55,93,45,50,220,Medium Slow,1,Flying,,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,508,170.0,0.3346456692913386,0.37971283001389533,0.3278601204261232,0.3184421800216149,0.34200504348721117,0.3462653578599996,0.2635206093214088,0.26391037299437997,0.280592620847648,0.0,0.0
619,522,Blitzle,Elezeba,シママ (Shimama),5,Normal,Electrified Pokémon,1,Electric,,0.8,29.8,3,Lightning Rod,Motor Drive,Sap Sipper,295,45,60,32,50,32,76,190,50,59,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,218,71.0,0.3256880733944954,0.430095340888649,0.43333333333333335,0.4221442705522576,0.42852431492474663,0.2665348758684946,0.2660387647979901,0.2627367482291713,0.2597850253956769,0.0,0.0
620,523,Zebstrika,Zebritz,ゼブライカ (Zebraika),5,Normal,Thunderbolt Pokémon,1,Electric,,1.6,79.5,3,Lightning Rod,Motor Drive,Sap Sipper,497,75,100,63,80,63,116,75,50,174,Medium Fast,1,Field,,50.0,20,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,336,99.0,0.29464285714285715,0.48278478057889823,0.49055788982259574,0.48422035480859016,0.4858543417366947,0.30799140374961176,0.3052474122334294,0.3051281588891061,0.3023597316821365,0.0,0.0
621,524,Roggenrola,Kiesling,ダンゴロ (Dangoro),5,Normal,Mantle Pokémon,1,Rock,,0.4,18.0,3,Sturdy,Weak Armor,Sand Force,280,55,75,85,25,25,15,255,50,56,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,119,40.0,0.33613445378151263,0.29167902455099687,0.28119953863898506,0.2952710495963091,0.28938320426209696,0.30143626526970885,0.2628856589519817,0.28215759749175323,0.24700578233516549,0.0,0.0
622,525,Boldore,Sedimantur,ガントル (Gantle),5,Normal,Ore Pokémon,1,Rock,,0.9,102.0,3,Sturdy,Weak Armor,Sand Force,390,70,105,105,50,40,20,120,50,137,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,279,66.0,0.23655913978494625,0.3395741092135779,0.30214350973364257,0.3946025722116804,0.34544006371963365,0.29804360063454627,0.22374377021596922,0.3086261984461736,0.24021222404792325,0.0,0.0
623,526,Gigalith,Brockoloss,ギガイアス (Gigaiath),5,Normal,Compressed Pokémon,1,Rock,,1.7,260.0,3,Sturdy,Sand Stream,Sand Force,515,85,135,130,60,80,25,45,50,232,Medium Slow,1,Mineral,,50.0,15,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,645,134.0,0.20775193798449612,0.4562577899376805,0.27642498860009124,0.26244110047119623,0.331707959669656,0.35611817317994543,0.16772962274160744,0.18200774876194184,0.2005831284661584,0.0,0.0
624,527,Woobat,Fleknoil,コロモリ (Koromori),5,Normal,Bat Pokémon,2,Psychic,Flying,0.4,2.1,3,Unaware,Klutz,Simple,323,65,45,43,55,43,72,190,50,65,Medium Fast,2,Field,Flying,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,170,57.0,0.3352941176470588,0.3393771626297578,0.3862745098039216,0.44089965397923875,0.38885044213763936,0.279957513401529,0.3239259392395417,0.3802965019555907,0.31947591529374925,0.0,0.0
625,528,Swoobat,Fletiamo,ココロモリ (Kokoromori),5,Normal,Courting Pokémon,2,Psychic,Flying,0.9,10.5,3,Unaware,Klutz,Simple,425,67,57,55,77,55,114,45,50,149,Medium Fast,2,Field,Flying,50.0,15,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0,478,120.0,0.2510460251046025,0.3326113709081959,0.37629830174747725,0.39802280744933954,0.3689774933683375,0.2599648535050327,0.28260328810748053,0.3143455953972461,0.27425795037705364,0.0,0.0
626,529,Drilbur,Rotomurf,モグリュー (Mogurew),5,Normal,Mole Pokémon,1,Ground,,0.3,8.5,3,Sand Rush,Sand Force,Mold Breaker,328,60,85,40,30,45,68,120,50,66,Medium Fast,1,Field,,50.0,20,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,211,55.0,0.26066350710900477,0.4346622061146734,0.4198866276368367,0.43676238267818973,0.4304370721432333,0.3298977879051276,0.3231867120942519,0.34884690894762516,0.32825455802374043,0.0,0.0
627,530,Excadrill,Stalobor,ドリュウズ (Doryuzu),5,Normal,Subterrene Pokémon,2,Ground,Steel,0.7,40.4,3,Sand Rush,Sand Force,Mold Breaker,508,110,135,60,50,65,88,60,50,178,Medium Fast,1,Field,,50.0,20,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,674,123.0,0.1824925816023739,0.4503520102402979,0.3998487228719381,0.3869552568802002,0.4123853299974787,0.2818120718368771,0.26516623068774026,0.25951464621549614,0.26560154994200325,0.0,0.0
628,531,Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,1,Normal,,1.1,31.0,3,Healer,Regenerator,Klutz,445,103,60,86,60,86,50,255,50,390,Fast,1,Fairy,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,309,62.0,0.20064724919093851,0.74066882416397,0.6096706643822577,0.5524716035281427,0.6342703640247901,0.34364232295219593,0.27601726304536495,0.2281340268907991,0.27260514733392543,0.0,0.0
629,531,Mega Audino,Ohrdoch,タブンネ (Tabunne),5,Normal,Hearing Pokémon,2,Normal,Fairy,1.5,32.0,1,Healer,,,545,103,60,126,80,126,50,255,50,425,Fast,1,Fairy,,50.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,340,74.0,0.21764705882352942,0.6853287197231833,0.6425374855824683,0.5691926182237601,0.6323529411764706,0.3219276854055043,0.31150642875130935,0.3015706176438885,0.3035804558007074,0.0,0.0
630,532,Timburr,Praktibalk,ドッコラー (Dokkorer),5,Normal,Muscular Pokémon,1,Fighting,,0.6,12.5,3,Guts,Sheer Force,Iron Fist,305,75,80,55,25,35,35,180,70,61,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,256,70.0,0.2734375,0.4931066176470589,0.4050551470588235,0.3605698529411765,0.4195772058823529,0.3615981955439007,0.3125466717719058,0.27525276236153595,0.3126285017032312,0.0,0.0
631,533,Gurdurr,Strepoli,ドテッコツ (Dotekkotsu),5,Normal,Muscular Pokémon,1,Fighting,,1.2,40.0,3,Guts,Sheer Force,Iron Fist,405,85,105,85,40,50,40,90,50,142,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,353,74.0,0.2096317280453258,0.5486418930178303,0.3643392767872022,0.36508359717824806,0.4260215889944269,0.35486430239898054,0.2668776521909042,0.2583613018224264,0.2801400926780974,0.0,0.0
632,534,Conkeldurr,Meistagrif,ローブシン (Roubushin),5,Normal,Muscular Pokémon,1,Fighting,,1.4,87.0,3,Guts,Sheer Force,Iron Fist,505,105,140,95,55,65,45,45,50,227,Medium Slow,1,Human-Like,,75.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,931,158.0,0.16970998925886144,0.5291716686674669,0.45057601988163687,0.41223647353678317,0.4639947206952956,0.30961976948622855,0.2702104934369229,0.24498754574556317,0.2693920371160909,0.0,0.0
633,535,Tympole,Schallquap,オタマロ (Otamaro),5,Normal,Tadpole Pokémon,1,Water,,0.5,4.5,3,Swift Swim,Hydration,Water Absorb,294,50,50,40,50,40,64,255,50,59,Medium Slow,1,Water 1,,50.0,20,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,116,37.0,0.31896551724137934,0.4415821501014199,0.4195740365111562,0.37606490872210957,0.41240703177822857,0.37728173521287367,0.34456228608281414,0.32075805230410676,0.33621150642874575,0.0,0.0
634,536,Palpitoad,Mebrana,ガマガル (Gamagaru),5,Normal,Vibration Pokémon,2,Water,Ground,0.8,17.0,3,Swift Swim,Hydration,Water Absorb,384,75,65,55,65,55,69,120,50,134,Medium Slow,1,Water 1,,50.0,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,211,47.0,0.22274881516587677,0.3797416596970542,0.43297091348387695,0.4678561471982158,0.4268562401263823,0.3051498684620224,0.31652672682323607,0.36022657499885413,0.30510530088119614,0.0,0.0
635,537,Seismitoad,Branawarz,ガマゲロゲ (Gamageroge),5,Normal,Vibration Pokémon,2,Water,Ground,1.5,62.0,3,Swift Swim,Poison Touch,Water Absorb,509,105,95,75,85,75,74,45,50,229,Medium Slow,1,Water 1,,50.0,20,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,691,137.0,0.19826338639652677,0.2626486195056894,0.3921511875372436,0.4891575153940013,0.3813191074789781,0.15339985902770809,0.24312393603959245,0.3430562288394756,0.22746356189607184,0.0,0.0
636,538,Throh,Jiutesto,ナゲキ (Nageki),5,Normal,Judo Pokémon,1,Fighting,,1.3,55.5,3,Guts,Inner Focus,Mold Breaker,465,120,100,85,30,85,45,45,50,163,Medium Fast,1,Human-Like,,100.0,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,788,142.0,0.1802030456852792,0.4830397133472678,0.4141136657708769,0.39748183537374343,0.4315450714972961,0.3367739061824302,0.3052645425961465,0.3008413985637955,0.3082677802068164,0.0,0.0
