generation,status,type_number,type_1,type_2,height_m,weight_kg,abilities_number,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,maximum_experience,egg_type_number,has_gender,proportion_male,egg_cycles,damage_from_normal,damage_from_fire,damage_from_water,damage_from_electric,damage_from_grass,damage_from_ice,damage_from_fighting,damage_from_poison,damage_from_ground,damage_from_flying,damage_from_psychic,damage_from_bug,damage_from_rock,damage_from_ghost,damage_from_dragon,damage_from_dark,damage_from_steel,damage_from_fairy
8.0,Normal,2.0,Dragon,Ghost,1.4,11.0,3.0,410.0,68.0,80.0,50.0,60.0,50.0,102.0,45.0,50.0,144.0,1250000.0,2.0,True,0.5,40.0,0.0,0.5,0.5,0.5,0.5,2.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,1.0,2.0
2.0,Normal,2.0,Steel,Ground,9.2,400.0,3.0,510.0,75.0,85.0,200.0,55.0,65.0,30.0,25.0,70.0,179.0,1000000.0,1.0,True,0.5,25.0,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5
7.0,Sub Legendary,2.0,Poison,Dragon,3.6,150.0,1.0,540.0,73.0,73.0,73.0,127.0,73.0,121.0,45.0,0.0,243.0,1250000.0,1.0,False,0.5,120.0,1.0,0.5,0.5,0.5,0.25,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
7.0,Normal,2.0,Ghost,Grass,3.9,210.0,1.0,517.0,70.0,131.0,100.0,86.0,90.0,40.0,25.0,70.0,181.0,1000000.0,1.0,False,0.5,25.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
3.0,Legendary,1.0,Ground,None,3.5,950.0,1.0,670.0,100.0,150.0,140.0,100.0,90.0,90.0,3.0,0.0,302.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Rock,Ice,1.3,25.2,2.0,362.0,77.0,59.0,50.0,67.0,63.0,46.0,45.0,70.0,72.0,1000000.0,1.0,True,0.875,30.0,0.5,1.0,2.0,1.0,2.0,0.5,4.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0
7.0,Normal,2.0,Ghost,Ground,0.5,70.0,2.0,320.0,55.0,55.0,80.0,70.0,45.0,15.0,140.0,70.0,64.0,1000000.0,1.0,True,0.5,15.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.25,1.0,1.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0
1.0,Normal,2.0,Water,Psychic,1.2,36.0,3.0,315.0,90.0,65.0,65.0,40.0,40.0,15.0,190.0,70.0,63.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0
6.0,Normal,1.0,Water,None,0.6,10.9,2.0,405.0,54.0,63.0,52.0,83.0,56.0,97.0,45.0,70.0,142.0,1059860.0,1.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
6.0,Normal,2.0,Ghost,Grass,1.5,71.0,3.0,474.0,85.0,110.0,76.0,65.0,82.0,56.0,60.0,70.0,166.0,1000000.0,2.0,True,0.5,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,Normal,2.0,Rock,Water,0.5,11.5,3.0,355.0,30.0,80.0,90.0,55.0,45.0,55.0,45.0,70.0,71.0,1000000.0,2.0,True,0.875,30.0,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Ghost,Grass,0.3,3.5,3.0,335.0,44.0,66.0,70.0,44.0,55.0,56.0,120.0,70.0,67.0,1000000.0,1.0,True,0.5,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
6.0,Normal,1.0,Fairy,None,1.1,10.0,2.0,552.0,78.0,65.0,68.0,112.0,154.0,75.0,45.0,70.0,248.0,1000000.0,1.0,True,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
6.0,Normal,2.0,Poison,Water,0.5,7.3,3.0,320.0,50.0,60.0,60.0,60.0,60.0,30.0,225.0,70.0,64.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
5.0,Sub Legendary,2.0,Grass,Fighting,2.0,200.0,1.0,580.0,91.0,90.0,72.0,90.0,129.0,108.0,3.0,35.0,261.0,1250000.0,1.0,False,0.5,80.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0
2.0,Normal,1.0,Normal,None,1.2,58.0,3.0,250.0,55.0,20.0,35.0,20.0,45.0,75.0,45.0,70.0,88.0,800000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,Normal,2.0,Dark,Normal,0.7,25.5,3.0,413.0,75.0,71.0,70.0,40.0,80.0,77.0,127.0,70.0,145.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.5,1.0,2.0
1.0,Normal,2.0,Psychic,Ice,1.4,56.8,3.0,460.0,50.0,65.0,65.0,90.0,90.0,100.0,45.0,50.0,161.0,1000000.0,1.0,True,0.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.5,1.0,1.0,0.5,1.0,1.0,1.5,0.0,1.0,1.5,1.0
7.0,Sub Legendary,2.0,Water,Fairy,1.3,21.2,2.0,570.0,70.0,75.0,115.0,95.0,130.0,85.0,3.0,70.0,257.0,1250000.0,1.0,False,0.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,1.0,1.0
2.0,Normal,1.0,Grass,None,0.8,8.5,3.0,425.0,75.0,75.0,55.0,105.0,85.0,30.0,120.0,70.0,149.0,1059860.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,Normal,2.0,Water,Rock,0.7,16.5,3.0,355.0,54.0,78.0,103.0,53.0,45.0,22.0,45.0,70.0,71.0,1000000.0,2.0,True,0.875,30.0,0.5,0.25,1.0,1.5,3.0,0.5,1.5,0.5,1.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,2.0,Poison,Psychic,1.6,70.5,3.0,490.0,95.0,100.0,95.0,100.0,70.0,30.0,75.0,70.0,172.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5
5.0,Normal,1.0,Electric,None,2.1,80.5,1.0,515.0,85.0,115.0,80.0,105.0,80.0,50.0,30.0,70.0,232.0,1250000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
5.0,Normal,1.0,Dragon,None,1.6,139.0,3.0,485.0,77.0,120.0,90.0,60.0,90.0,48.0,45.0,70.0,170.0,1000000.0,2.0,True,0.5,30.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
1.0,Normal,2.0,Grass,Psychic,2.0,120.0,2.0,530.0,95.0,95.0,85.0,125.0,75.0,55.0,45.0,70.0,186.0,1250000.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
3.0,Normal,1.0,Dragon,None,0.6,42.1,2.0,300.0,45.0,75.0,60.0,40.0,30.0,50.0,45.0,35.0,60.0,1250000.0,1.0,True,0.5,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0
3.0,Sub Legendary,2.0,Dragon,Psychic,1.8,52.0,1.0,700.0,80.0,100.0,120.0,140.0,150.0,110.0,3.0,90.0,315.0,1250000.0,1.0,True,0.0,120.0,1.0,0.5,0.5,0.5,0.5,2.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,2.0,2.0,1.0,2.0
4.0,Normal,2.0,Electric,Ghost,0.3,0.3,1.0,440.0,50.0,50.0,77.0,95.0,77.0,91.0,45.0,70.0,154.0,1000000.0,1.0,False,0.5,20.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,0.5,1.0,0.5,1.0,2.0,1.0,2.0,0.5,1.0
8.0,Normal,1.0,Psychic,None,1.2,36.0,3.0,315.0,90.0,65.0,65.0,40.0,40.0,15.0,190.0,70.0,63.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,Normal,2.0,Ghost,Poison,1.5,40.5,1.0,500.0,60.0,65.0,60.0,130.0,75.0,110.0,45.0,70.0,225.0,1059860.0,1.0,True,0.5,20.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.25,2.0,1.0,2.0,0.25,1.0,2.0,1.0,2.0,1.0,0.5
2.0,Normal,1.0,Normal,None,1.4,71.2,3.0,465.0,73.0,95.0,62.0,85.0,65.0,85.0,45.0,70.0,163.0,1250000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1.0,Normal,1.0,Electric,None,1.2,66.6,3.0,490.0,60.0,50.0,70.0,80.0,80.0,150.0,60.0,70.0,172.0,1000000.0,1.0,False,0.5,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
5.0,Normal,2.0,Normal,Grass,1.9,92.5,3.0,475.0,80.0,100.0,70.0,60.0,70.0,95.0,75.0,70.0,166.0,1000000.0,1.0,True,0.5,20.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,2.0,0.5,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0
7.0,Legendary,2.0,Psychic,Ghost,4.0,120.0,1.0,680.0,137.0,113.0,89.0,137.0,107.0,97.0,45.0,0.0,306.0,1250000.0,1.0,False,0.5,120.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,1.0,4.0,1.0,4.0,1.0,1.0
1.0,Normal,1.0,Fire,None,0.6,9.9,2.0,299.0,38.0,41.0,40.0,50.0,65.0,65.0,190.0,70.0,60.0,1000000.0,1.0,True,0.25,20.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
8.0,Normal,1.0,Ground,None,2.2,7.6,3.0,315.0,52.0,57.0,75.0,35.0,50.0,46.0,255.0,50.0,63.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
6.0,Normal,2.0,Fire,Normal,1.5,81.5,3.0,507.0,86.0,68.0,72.0,109.0,66.0,106.0,65.0,70.0,177.0,1059860.0,1.0,True,0.25,20.0,1.0,0.5,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,0.5,0.5
7.0,Normal,2.0,Dragon,Fighting,1.2,47.0,3.0,420.0,55.0,75.0,90.0,65.0,70.0,65.0,45.0,70.0,147.0,1250000.0,1.0,True,0.5,40.0,1.0,0.5,0.5,0.5,0.5,2.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,2.0,0.5,1.0,4.0
7.0,Sub Legendary,2.0,Grass,Steel,0.3,0.1,1.0,570.0,59.0,181.0,131.0,59.0,31.0,109.0,45.0,0.0,257.0,1250000.0,1.0,False,0.5,120.0,0.5,4.0,0.5,0.5,0.25,1.0,2.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5
4.0,Normal,2.0,Steel,Psychic,0.5,60.5,3.0,300.0,57.0,24.0,86.0,24.0,86.0,23.0,255.0,70.0,60.0,1000000.0,1.0,False,0.5,20.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.25,1.0,0.5,2.0,0.5,2.0,0.5,0.5
8.0,Legendary,2.0,Psychic,Grass,1.1,7.7,1.0,500.0,100.0,80.0,80.0,80.0,80.0,80.0,3.0,100.0,250.0,1250000.0,1.0,False,0.5,120.0,1.0,2.0,0.5,0.5,0.5,2.0,0.5,2.0,0.5,2.0,0.5,4.0,1.0,2.0,1.0,2.0,1.0,1.0
7.0,Normal,2.0,Normal,Psychic,1.5,76.0,3.0,490.0,90.0,60.0,80.0,90.0,110.0,60.0,45.0,70.0,172.0,1250000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,1.0,2.0,1.0,1.0
5.0,Normal,1.0,Water,None,1.2,31.6,3.0,470.0,165.0,75.0,80.0,40.0,45.0,65.0,75.0,70.0,165.0,800000.0,2.0,True,0.5,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,1.0,Fairy,None,1.3,40.0,3.0,483.0,95.0,70.0,73.0,95.0,90.0,60.0,25.0,140.0,217.0,800000.0,1.0,True,0.25,10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
5.0,Normal,2.0,Psychic,Flying,0.9,10.5,3.0,425.0,67.0,57.0,55.0,77.0,55.0,114.0,45.0,70.0,149.0,1000000.0,2.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.25,1.0,0.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,1.0,1.0
5.0,Normal,1.0,Grass,None,0.6,10.5,2.0,316.0,50.0,53.0,48.0,53.0,48.0,64.0,190.0,70.0,63.0,1000000.0,1.0,True,0.875,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
7.0,Mythical,2.0,Steel,Fairy,1.0,80.5,1.0,600.0,80.0,95.0,115.0,130.0,115.0,65.0,3.0,0.0,270.0,1250000.0,1.0,False,0.5,120.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5
4.0,Normal,2.0,Electric,Flying,0.3,0.3,1.0,520.0,50.0,65.0,107.0,105.0,107.0,86.0,45.0,70.0,182.0,1000000.0,1.0,False,0.5,20.0,1.0,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,1.0,Water,None,1.1,90.0,3.0,325.0,65.0,45.0,55.0,45.0,70.0,45.0,190.0,70.0,65.0,1000000.0,2.0,True,0.5,20.0,1.0,0.25,0.5,2.0,2.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
5.0,Normal,1.0,Water,None,1.0,18.0,3.0,460.0,70.0,92.0,65.0,80.0,55.0,98.0,25.0,70.0,161.0,1000000.0,1.0,True,0.5,40.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
8.0,Normal,1.0,Flying,None,0.8,16.0,3.0,365.0,68.0,67.0,55.0,43.0,55.0,77.0,120.0,50.0,128.0,1059860.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,1.0,Ghost,None,0.1,0.2,2.0,308.0,40.0,45.0,45.0,74.0,54.0,50.0,120.0,50.0,62.0,1000000.0,2.0,False,0.5,20.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
4.0,Normal,1.0,Ghost,None,2.2,106.6,2.0,525.0,45.0,100.0,135.0,65.0,135.0,45.0,45.0,35.0,236.0,800000.0,1.0,True,0.5,25.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,2.0,1.0,1.0
3.0,Sub Legendary,1.0,Rock,None,1.7,230.0,2.0,580.0,80.0,100.0,200.0,50.0,100.0,50.0,3.0,35.0,261.0,1250000.0,1.0,False,0.5,80.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
3.0,Normal,2.0,Water,Dark,1.1,32.8,3.0,468.0,63.0,120.0,85.0,90.0,55.0,55.0,155.0,70.0,164.0,1640000.0,2.0,True,0.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,0.5,2.0
3.0,Normal,1.0,Normal,None,0.3,0.8,1.0,420.0,70.0,70.0,70.0,70.0,70.0,70.0,45.0,70.0,147.0,1000000.0,2.0,True,0.5,25.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
4.0,Normal,1.0,Normal,None,0.9,34.0,3.0,535.0,85.0,80.0,70.0,135.0,75.0,90.0,30.0,70.0,241.0,1000000.0,1.0,False,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
5.0,Normal,1.0,Grass,None,0.8,16.0,2.0,413.0,60.0,60.0,75.0,60.0,75.0,83.0,45.0,70.0,145.0,1059860.0,2.0,True,0.875,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
2.0,Normal,2.0,Poison,Flying,1.8,75.0,2.0,535.0,85.0,90.0,80.0,70.0,80.0,130.0,90.0,70.0,241.0,1000000.0,1.0,True,0.5,15.0,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5
2.0,Normal,2.0,Bug,Poison,0.5,8.5,3.0,250.0,40.0,60.0,40.0,40.0,40.0,30.0,255.0,70.0,50.0,800000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5
3.0,Normal,2.0,Ground,Dragon,1.1,15.3,1.0,340.0,50.0,70.0,50.0,50.0,50.0,70.0,120.0,70.0,119.0,1059860.0,2.0,True,0.5,20.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0
5.0,Normal,1.0,Dark,None,0.4,10.1,3.0,281.0,41.0,50.0,37.0,50.0,37.0,66.0,255.0,70.0,56.0,1000000.0,1.0,True,0.5,20.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
4.0,Normal,1.0,Grass,None,1.4,27.0,1.0,454.0,74.0,100.0,72.0,90.0,72.0,46.0,200.0,70.0,159.0,1250000.0,1.0,True,0.5,25.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,1.0,Fairy,None,0.3,0.5,2.0,495.0,65.0,60.0,75.0,110.0,121.0,64.0,100.0,50.0,173.0,1000000.0,2.0,True,0.0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0
7.0,Sub Legendary,2.0,Fire,Ghost,1.8,13.0,1.0,570.0,53.0,127.0,53.0,151.0,79.0,107.0,30.0,0.0,257.0,1250000.0,1.0,False,0.5,120.0,0.0,0.5,2.0,1.0,0.5,0.5,0.0,0.5,2.0,1.0,1.0,0.25,2.0,2.0,1.0,2.0,0.5,0.5
6.0,Normal,2.0,Ghost,Grass,0.5,7.5,3.0,335.0,54.0,66.0,70.0,44.0,55.0,46.0,120.0,70.0,67.0,1000000.0,1.0,True,0.5,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
2.0,Normal,1.0,Electric,None,0.6,7.8,2.0,280.0,55.0,40.0,40.0,65.0,45.0,35.0,235.0,70.0,56.0,1059860.0,2.0,True,0.5,20.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
7.0,Normal,2.0,Fire,Flying,0.6,3.4,1.0,476.0,75.0,70.0,70.0,98.0,70.0,93.0,45.0,70.0,167.0,1000000.0,1.0,True,0.25,20.0,1.0,0.5,2.0,2.0,0.25,1.0,0.5,1.0,0.0,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,0.5
3.0,Normal,2.0,Water,Flying,1.2,28.0,3.0,440.0,60.0,50.0,100.0,95.0,70.0,65.0,45.0,70.0,154.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,0.5,4.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0
3.0,Mythical,1.0,Psychic,None,1.7,60.8,1.0,600.0,50.0,180.0,20.0,180.0,20.0,150.0,3.0,0.0,270.0,1250000.0,1.0,False,0.5,120.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,Normal,1.0,Fire,None,1.9,155.0,3.0,555.0,90.0,110.0,80.0,100.0,80.0,95.0,75.0,70.0,194.0,1250000.0,1.0,True,0.75,20.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5
7.0,Normal,1.0,Water,None,0.2,0.3,1.0,175.0,45.0,20.0,20.0,25.0,25.0,40.0,60.0,70.0,61.0,800000.0,1.0,True,0.5,15.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
2.0,Normal,2.0,Electric,Dragon,1.4,61.5,1.0,610.0,90.0,95.0,105.0,165.0,110.0,45.0,45.0,70.0,275.0,1059860.0,2.0,True,0.5,20.0,1.0,0.5,0.5,0.25,0.5,2.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,0.5,2.0
6.0,Normal,2.0,Ghost,Grass,0.4,5.0,3.0,335.0,49.0,66.0,70.0,44.0,55.0,51.0,120.0,70.0,67.0,1000000.0,1.0,True,0.5,20.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0
1.0,Normal,1.0,Poison,None,0.4,7.0,3.0,275.0,55.0,47.0,52.0,40.0,40.0,41.0,235.0,70.0,55.0,1059860.0,2.0,True,0.0,20.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
2.0,Normal,2.0,Bug,Flying,1.4,35.6,3.0,390.0,55.0,35.0,50.0,55.0,110.0,85.0,90.0,70.0,137.0,800000.0,1.0,True,0.5,15.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0
8.0,Normal,2.0,Flying,Steel,2.2,75.0,3.0,495.0,98.0,87.0,105.0,53.0,85.0,67.0,45.0,50.0,248.0,1059860.0,1.0,True,0.5,15.0,0.5,2.0,1.0,2.0,0.25,1.0,1.0,0.0,0.0,0.5,0.5,0.25,1.0,1.0,0.5,1.0,0.5,0.5
2.0,Normal,2.0,Water,Ground,0.4,8.5,3.0,210.0,55.0,45.0,45.0,25.0,25.0,15.0,255.0,70.0,42.0,1000000.0,2.0,True,0.5,20.0,1.0,0.5,1.0,0.0,4.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0
1.0,Normal,1.0,Fighting,None,1.4,50.2,3.0,455.0,50.0,105.0,79.0,35.0,110.0,76.0,45.0,70.0,159.0,1000000.0,1.0,True,1.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0
8.0,Normal,1.0,Grass,None,0.3,5.0,2.0,310.0,50.0,65.0,50.0,40.0,40.0,65.0,45.0,50.0,62.0,1059860.0,2.0,True,0.875,20.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,Normal,1.0,Water,None,1.0,22.5,2.0,405.0,59.0,63.0,80.0,65.0,80.0,58.0,45.0,70.0,142.0,1059860.0,2.0,True,0.875,20.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1.0,Normal,1.0,Electric,None,1.1,30.0,2.0,490.0,65.0,83.0,57.0,95.0,85.0,105.0,45.0,70.0,172.0,1000000.0,1.0,True,0.75,25.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
8.0,Normal,1.0,Ground,None,3.8,65.5,3.0,510.0,72.0,107.0,125.0,65.0,70.0,71.0,120.0,50.0,179.0,1000000.0,2.0,True,0.5,20.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
